Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Bathroom,Point Of Contact,Size-binned,Rent-binned,Furnished,Semi-Furnished,Unfurnished,Bachelors,Bachelors/Family,Family
2022-06-27,1,6000.0,500,Ground out of 2,Super Area,Doddanagamangala,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-04,2,7500.0,600,Ground out of 2,Super Area,K R Puram,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-04,1,15000.0,600,5 out of 5,Carpet Area,"A Narayanapura, Mahadevapura",Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,2,10000.0,900,1 out of 1,Carpet Area,"Chikbasavnapura, Krishnarajapura",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,2,14000.0,500,Ground out of 3,Super Area,Shivaji Nagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,7000.0,600,2 out of 3,Super Area,Sunkadakatte,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,3,60000.0,1710,6 out of 18,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,3,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-23,1,6000.0,600,3 out of 4,Super Area,Doddabidarakallu,Bangalore,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-13,3,17000.0,1100,1 out of 3,Carpet Area,Anjanapura,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-06,2,15000.0,920,4 out of 4,Super Area,Yelahanka,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,1,8200.0,750,2 out of 4,Super Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-07,1,8500.0,300,2 out of 3,Super Area,Bommanahalli,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,3,20000.0,1660,1 out of 3,Carpet Area,"Doddathoguru, Electronic City",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,8000.0,400,2 out of 3,Super Area,"Vimanapura, Airport Road",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-29,2,20000.0,300,1 out of 3,Super Area,Nagarathpete,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-26,1,11500.0,300,1 out of 2,Carpet Area,"Cooke Town, Cooke Town",Bangalore,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-16,3,30000.0,2000,3 out of 3,Carpet Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-12,3,22000.0,1200,4 out of 4,Carpet Area,Doddakammanahalli,Bangalore,3,Contact Owner,Small,Low,0,1,0,1,0,0
2022-04-28,1,6500.0,300,2 out of 3,Super Area,Hebbal,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,1,6500.0,700,Ground out of 1,Super Area,Hosakerehalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-18,2,16000.0,850,Ground out of 2,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-26,1,24000.0,700,7 out of 7,Carpet Area,"Domlur, Domlur",Bangalore,1,Contact Agent,Small,Low,1,0,0,0,1,0
2022-07-07,1,15000.0,455,2 out of 4,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-26,2,18000.0,1000,Ground out of 4,Carpet Area,"Sai Colony, Krishnarajapura",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,1,8500.0,600,1 out of 2,Super Area,Shivaji Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,4000.0,250,Ground out of 2,Super Area,Vijayanagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,1,5000.0,400,1 out of 2,Super Area,T Dasarahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-04,2,22000.0,1200,3 out of 5,Carpet Area,Mahadevapura,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-04-27,1,12000.0,500,2 out of 5,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-23,1,9000.0,350,2 out of 3,Super Area,Btm Layout,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-29,2,7500.0,1100,Ground out of 3,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,2,30000.0,1650,2 out of 3,Super Area,Ganga Nagar,Bangalore,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,4,14000.0,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-19,2,9250.0,500,2 out of 3,Super Area,Banashankari,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-29,1,13000.0,700,1 out of 5,Super Area,Gh society,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,2,12000.0,1200,Ground out of 5,Super Area,Vijayanagar,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-27,1,12000.0,600,1 out of 2,Super Area,Wilson Garden,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-01,2,10000.0,925,2 out of 5,Super Area,Electronic City,Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-09,3,60000.0,2400,Ground out of 8,Carpet Area,Koramangala,Bangalore,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-23,3,35000.0,1500,1 out of 9,Carpet Area,Hebbal,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-27,2,12000.0,600,Ground out of 4,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-27,1,14000.0,435,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-14,1,8000.0,650,Ground out of 1,Carpet Area,"Srinivasa Nagar-Banashankari, Banashankari",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-15,2,11000.0,700,Ground out of 2,Carpet Area,Uttarahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,2,20000.0,890,5 out of 12,Carpet Area,Yelahanka,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-23,1,12500.0,600,3 out of 4,Super Area,Hbr Layout,Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-23,2,35000.0,1250,3 out of 4,Carpet Area,Cunningham Road,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-04,3,26000.0,1350,2 out of 5,Carpet Area,Mahadevapura,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,3,85000.0,2600,8 out of 18,Carpet Area,Hebbal,Bangalore,4,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-27,1,14000.0,440,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-18,2,22000.0,1150,1 out of 4,Carpet Area,Electronic City,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,1,7000.0,450,2 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-29,2,16000.0,1150,3 out of 5,Super Area,Nri Layout,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-28,2,11000.0,600,2 out of 5,Carpet Area,Gottigere,Bangalore,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-30,2,20000.0,980,4 out of 12,Carpet Area,Yelahanka,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-07-05,3,60000.0,1850,3 out of 3,Carpet Area,Halasuru,Bangalore,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-31,2,5000.0,625,1 out of 3,Carpet Area,Kadabagere,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,1,4000.0,100,2 out of 3,Super Area,"Itc Colony, Maruthi Sevanagar",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-05,2,15000.0,1200,1 out of 1,Carpet Area,Varthur,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-01,3,18000.0,1200,Ground out of 4,Carpet Area,Bagalakunte,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,12000.0,1080,1 out of 2,Carpet Area,Punyabhoomi Layout,Bangalore,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-14,1,8500.0,700,1 out of 3,Super Area,Amrutahalli,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-05,2,11000.0,800,Ground out of 1,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-05,3,42000.0,1880,14 out of 14,Super Area,whitefield,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,0,1
2022-04-29,2,25000.0,1305,1 out of 8,Super Area,Jakkur,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-29,1,8500.0,600,3 out of 5,Super Area,Sahakara Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,2,12500.0,950,2 out of 8,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,2,18000.0,1188,Ground out of 4,Super Area,"Hegde Nagar, R.K.Hegde Nagar",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-23,1,6000.0,500,2 out of 3,Super Area,Vijayanagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-27,2,9000.0,875,Ground out of 1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,3,54000.0,2100,3 out of 4,Carpet Area,Wilson garden Bangalore,Bangalore,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-05,3,22000.0,1200,2 out of 4,Super Area,Annapurneshwari Nagar,Bangalore,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-07-06,3,120000.0,2390,3 out of 17,Super Area,Rajajinagar,Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,1,7000.0,600,1 out of 3,Super Area,Ramamurthy Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-10,2,28000.0,1150,1 out of 2,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,2,Contact Agent,Small,Low,0,1,0,0,0,1
2022-06-12,3,55000.0,1788,Ground out of 1,Carpet Area,Koramangala Block 4,Bangalore,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-23,2,19000.0,1250,3 out of 3,Super Area,Electronic City,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-04,1,11000.0,600,4 out of 5,Carpet Area,Mahadevapura,Bangalore,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-04,3,18000.0,1600,2 out of 4,Super Area,"Vimanapura, Airport Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,3,70000.0,1520,23 out of 25,Carpet Area,"Sena Vihar, Kammanahalli",Bangalore,4,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-15,1,12000.0,550,1 out of 3,Carpet Area,Koramangala,Bangalore,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-05,2,18000.0,1100,2 out of 4,Super Area,K R Puram,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-12,2,30000.0,1100,2 out of 5,Carpet Area,Hsr Layout,Bangalore,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-04,2,10000.0,1100,Ground out of 3,Super Area,Chikkabanavara,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-05,1,6000.0,400,1 out of 3,Super Area,Nandini Layout,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-07,1,4500.0,300,3 out of 3,Super Area,"Virat Nagar, Bommanahalli",Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,1,8000.0,500,Ground out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,2,20000.0,1100,3 out of 4,Carpet Area,Hennur Main Road,Bangalore,2,Contact Agent,Small,Low,1,0,0,1,0,0
2022-06-27,2,17500.0,1000,1 out of 3,Carpet Area,"Dodda Banaswadi, Banaswadi",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-05-27,2,22000.0,850,Ground out of 4,Super Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,2,17000.0,1020,2 out of 5,Super Area,Bommanahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,2,22000.0,1250,1 out of 1,Super Area,Kammanahalli,Bangalore,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-05,3,24000.0,1400,2 out of 4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-05,1,12000.0,600,1 out of 3,Super Area,Koramangala,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-20,1,4500.0,200,4 out of 5,Super Area,T Dasarahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,1,5000.0,300,Ground out of 3,Super Area,Basaveshvara Nagar,Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,1,6000.0,400,1 out of 3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-14,1,11000.0,450,3 out of 4,Super Area,Rajamahal Guttahalli,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-22,2,20000.0,1180,1 out of 4,Super Area,C V Raman Nagar,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,3,35000.0,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-23,3,24000.0,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-24,2,10000.0,700,Lower Basement out of 3,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-02,2,16000.0,680,1 out of 10,Carpet Area,Devanahalli,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-12,3,100000.0,2750,5 out of 9,Carpet Area,Prestige Acropolis,Bangalore,4,Contact Agent,Compact,Low,0,1,0,1,0,0
2022-05-23,2,14000.0,800,Ground out of 2,Super Area,Vijayanagar,Bangalore,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-07,2,7500.0,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-15,3,16000.0,1200,1 out of 4,Carpet Area,"Gubbalala, Subramanyapura",Bangalore,3,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-12,4,65000.0,3200,18 out of 19,Carpet Area,Kothanur,Bangalore,3,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-05-10,2,18000.0,1800,1 out of 3,Super Area,Hebbal Kempapura,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,1,8000.0,500,2 out of 2,Super Area,Frazer Town,Bangalore,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-23,2,11000.0,1200,Ground out of 2,Super Area,"Kadugondanahalli, Kadugondanahalli",Bangalore,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-08,1,8000.0,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-29,1,13000.0,700,1 out of 5,Super Area,GH Society,Bangalore,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,2,30000.0,1000,12 out of 23,Carpet Area,Yeshwantpur,Bangalore,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-24,2,14000.0,800,1 out of 3,Super Area,"Keshav Puram, Tri Nagar",Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,1,20000.0,200,Ground out of 2,Super Area,Hauz Khas,Delhi,1,Contact Owner,Small,Low,1,0,0,1,0,0
2022-06-26,3,80000.0,1800,1 out of 3,Carpet Area,South Extension 1,Delhi,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,1,9500.0,400,2 out of 4,Carpet Area,Neb Sarai,Delhi,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-08,3,14000.0,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-28,3,65000.0,1550,1 out of 3,Carpet Area,"Shivalik, Malviya Nagar",Delhi,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-07-01,2,18500.0,650,2 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-03,2,40000.0,850,2 out of 4,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-12,4,90000.0,2000,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,4,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-14,1,3500.0,180,Ground out of 2,Super Area,"Ganesh Nagar, Tilak Nagar",Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-09,3,25000.0,140,Ground out of 3,Carpet Area,Janakpuri,Delhi,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-07-04,1,9000.0,450,1 out of 4,Carpet Area,Sudarshan Park,Delhi,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-20,3,90000.0,2500,1 out of 3,Carpet Area,New Friends Colony,Delhi,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-06,1,22000.0,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,12000.0,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,1,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-05,2,11000.0,450,1 out of 4,Carpet Area,Uttam Nagar,Delhi,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-04-30,1,20000.0,250,1 out of 1,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-18,4,260000.0,3000,4 out of 4,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,5,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-05-12,2,11000.0,550,3 out of 5,Carpet Area,New Ashok Nagar,Delhi,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-04,2,10000.0,450,3 out of 4,Carpet Area,Pandav Nagar,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,3,60000.0,2500,2 out of 3,Carpet Area,Saket,Delhi,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-20,4,350000.0,800,1 out of 4,Super Area,Green Park,Delhi,4,Contact Agent,Small,Low,0,0,1,0,1,0
2022-06-27,2,16000.0,100,3 out of 3,Super Area,Rohini Sector 24,Delhi,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-14,1,16000.0,400,2 out of 3,Carpet Area,Subhash Nagar,Delhi,1,Contact Owner,Small,Low,1,0,0,1,0,0
2022-06-12,2,12000.0,750,1 out of 3,Carpet Area,Dwarka Mor,Delhi,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-07-07,1,8000.0,400,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-30,3,14000.0,1100,Ground out of 3,Carpet Area,Dwarka Mor,Delhi,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-08,1,14900.0,450,Ground out of 5,Carpet Area,Rohini Sector 18,Delhi,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-04-27,2,15000.0,850,3 out of 3,Carpet Area,Rohini Sector 23,Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-09,3,10000.0,600,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-13,2,40000.0,750,1 out of 4,Carpet Area,New Rajendra Nagar,Delhi,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-29,1,9000.0,500,1 out of 4,Carpet Area,Neb Sarai,Delhi,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-17,1,7000.0,350,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-04,2,13500.0,623,2 out of 3,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-16,3,95000.0,2400,3 out of 4,Carpet Area,Greater Kailash 2,Delhi,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-18,1,20000.0,75,2 out of 4,Carpet Area,Malviya Nagar,Delhi,1,Contact Agent,Small,Low,0,0,1,0,1,0
2022-04-27,2,7500.0,450,1 out of 5,Carpet Area,Laxmi Nagar,Delhi,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-30,2,9000.0,445,4 out of 4,Carpet Area,"Palam Colony, Palam",Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-04,3,80000.0,300,1 out of 3,Carpet Area,Greater Kailash 2,Delhi,3,Contact Agent,Small,Low,1,0,0,1,0,0
2022-05-31,3,50000.0,1670,3 out of 4,Super Area,Model Town,Delhi,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-24,1,13000.0,550,1 out of 4,Carpet Area,Saket,Delhi,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-18,1,12000.0,350,4 out of 4,Carpet Area,Chhattarpur,Delhi,1,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-18,2,16000.0,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-31,2,13000.0,70,1 out of 3,Super Area,Vikaspuri,Delhi,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-04,2,29000.0,100,1 out of 3,Carpet Area,South,Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,3,18000.0,800,2 out of 3,Super Area,Hari Nagar Ashram,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-10,2,8500.0,60,2 out of 2,Super Area,Najafgarh,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-23,3,27000.0,2000,1 out of 3,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-09,2,18000.0,600,1 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-07,1,11500.0,450,3 out of 4,Carpet Area,"Bhogal, Jangpura",Delhi,1,Contact Owner,Small,Low,0,1,0,1,0,0
2022-07-07,2,80000.0,2200,1 out of 4,Carpet Area,Defence Colony,Delhi,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-20,2,15500.0,600,1 out of 4,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-07-07,4,55000.0,2000,2 out of 4,Carpet Area,Dwarka sec 19,Delhi,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-01,2,20000.0,800,3 out of 4,Super Area,Malviya Nagar,Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-08,3,35000.0,170,4 out of 4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-18,2,38000.0,150,Ground out of 4,Carpet Area,Malviya Nagar,Delhi,2,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-04,2,16000.0,650,3 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-21,3,50000.0,1250,2 out of 4,Carpet Area,Chittaranjan Park Block B,Delhi,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-17,1,9500.0,600,2 out of 4,Super Area,Chhattarpur,Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-07,4,90000.0,2100,3 out of 3,Carpet Area,"Kailash hills, East Of Kailash",Delhi,4,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-08,1,10000.0,450,3 out of 4,Super Area,Rohini Sector 18,Delhi,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-12,2,25000.0,100,2 out of 4,Carpet Area,Lajpat Nagar 1,Delhi,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-14,1,30000.0,650,3 out of 4,Super Area,Lajpat Nagar,Delhi,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-18,2,12000.0,48,1 out of 3,Super Area,Rohini Sector 16,Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-07,2,16500.0,550,4 out of 4,Carpet Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,1,4500.0,240,1 out of 2,Super Area,Dilshad Colony,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,30000.0,700,3 out of 3,Carpet Area,Vasant Kunj Sector B,Delhi,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-07-03,1,12000.0,48,1 out of 2,Super Area,Rohini Sector 11,Delhi,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-27,2,23000.0,100,Ground out of 3,Super Area,Mansarover Garden,Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-18,3,70000.0,1901,9 out of 11,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-27,1,5500.0,50,1 out of 4,Carpet Area,Lado Sarai,Delhi,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-05,3,35000.0,1300,3 out of 4,Carpet Area,Dakshini Pitampura,Delhi,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-27,2,9000.0,145,1 out of 3,Super Area,Palam,Delhi,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-24,2,22000.0,800,2 out of 3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,3,Contact Agent,Small,Low,0,0,1,0,1,0
